,T_ext,T_int,Ts_ext,Ts_int,q_ext,q_int
0,293.15,293.15,293.15,293.15,50,0
60,293.15,293.15,293.16,293.15,49.9981,0
120,293.15,293.15,293.171,293.15,49.9924,0
180,293.15,293.15,293.181,293.15,49.9829,0
240,293.15,293.15,293.191,293.15,49.9695,0
300,293.15,293.15,293.202,293.15,49.9524,0
360,293.15,293.15,293.212,293.15,49.9315,0
420,293.15,293.15,293.222,293.15,49.9067,0
480,293.15,293.15,293.232,293.15,49.8782,0
540,293.15,293.15,293.242,293.15,49.8459,0
600,293.15,293.15,293.252,293.15,49.8097,0
600,293.15,293.15,293.252,293.15,49.8097,0
600,293.15,293.15,293.252,293.15,49.8097,0
660,293.15,293.15,293.262,293.15,49.7698,0
720,293.15,293.15,293.272,293.15,49.7261,0
780,293.15,293.15,293.282,293.15,49.6786,0
840,293.15,293.15,293.291,293.15,49.6273,0
900,293.15,293.15,293.301,293.15,49.5722,0
960,293.15,293.15,293.311,293.15,49.5134,0
1020,293.15,293.15,293.32,293.15,49.4508,0
1080,293.15,293.15,293.33,293.15,49.3844,0
1140,293.15,293.15,293.339,293.15,49.3143,0
1200,293.15,293.15,293.349,293.15,49.2404,0
1260,293.15,293.15,293.358,293.15,49.1627,0
1320,293.15,293.15,293.367,293.15,49.0814,0
1380,293.15,293.15,293.377,293.15,48.9962,0
1440,293.15,293.15,293.386,293.15,48.9074,0
1500,293.15,293.15,293.395,293.15,48.8148,0
1560,293.15,293.15,293.404,293.15,48.7185,0
1620,293.15,293.15,293.413,293.15,48.6185,0
1680,293.15,293.15,293.422,293.15,48.5148,0
1740,293.15,293.15,293.431,293.15,48.4074,0
1800,293.15,293.15,293.44,293.15,48.2963,0
1860,293.15,293.15,293.449,293.15,48.1815,0
1920,293.15,293.15,293.457,293.15,48.0631,0
1980,293.15,293.15,293.466,293.15,47.941,0
2040,293.15,293.15,293.474,293.15,47.8152,0
2100,293.15,293.15,293.483,293.15,47.6858,0
2160,293.15,293.15,293.491,293.15,47.5528,0
2220,293.15,293.15,293.5,293.15,47.4162,0
2280,293.15,293.15,293.508,293.15,47.2759,0
2340,293.15,293.15,293.516,293.15,47.1321,0
2400,293.15,293.15,293.525,293.15,46.9846,0
2460,293.15,293.15,293.533,293.15,46.8336,0
2520,293.15,293.15,293.541,293.15,46.679,0
2580,293.15,293.15,293.549,293.15,46.5209,0
2640,293.15,293.15,293.557,293.15,46.3592,0
2700,293.15,293.15,293.565,293.15,46.194,0
2760,293.15,293.15,293.572,293.15,46.0252,0
2820,293.15,293.15,293.58,293.15,45.853,0
2880,293.15,293.15,293.588,293.15,45.6773,0
2940,293.15,293.15,293.595,293.15,45.4981,0
3000,293.15,293.15,293.603,293.15,45.3154,0
3060,293.15,293.15,293.61,293.15,45.1293,0
3120,293.15,293.15,293.618,293.15,44.9397,0
3180,293.15,293.15,293.625,293.15,44.7467,0
3240,293.15,293.15,293.632,293.15,44.5503,0
3300,293.15,293.15,293.64,293.15,44.3505,0
3360,293.15,293.15,293.647,293.15,44.1474,0
3420,293.15,293.15,293.654,293.15,43.9409,0
3480,293.15,293.15,293.661,293.15,43.731,0
3540,293.15,293.15,293.668,293.15,43.5178,0
3600,293.15,293.15,293.674,293.15,43.3013,0
3600,293.15,293.15,293.674,293.15,43.3013,0
3660,293.15,293.15,293.681,293.15,43.0815,0
3720,293.15,293.15,293.688,293.15,42.8584,0
3780,293.15,293.15,293.695,293.15,42.632,0
3840,293.15,293.15,293.701,293.15,42.4024,0
3900,293.15,293.15,293.708,293.15,42.1696,0
3960,293.15,293.15,293.714,293.15,41.9335,0
4020,293.15,293.15,293.72,293.15,41.6943,0
4080,293.15,293.15,293.727,293.15,41.4519,0
4140,293.15,293.15,293.733,293.15,41.2063,0
4200,293.15,293.15,293.739,293.15,40.9576,0
4200,293.15,293.15,293.739,293.15,40.9576,0
4200,293.15,293.15,293.739,293.15,40.9576,0
4260,293.15,293.15,293.745,293.15,40.7058,0
4320,293.15,293.15,293.751,293.15,40.4508,0
4380,293.15,293.15,293.757,293.15,40.1928,0
4440,293.15,293.15,293.762,293.15,39.9318,0
4500,293.15,293.15,293.768,293.15,39.6677,0
4500,293.15,293.15,293.768,293.15,39.6677,0
4500,293.15,293.15,293.768,293.15,39.6677,0
4560,293.15,293.15,293.774,293.15,39.4005,0
4620,293.15,293.15,293.779,293.15,39.1304,0
4680,293.15,293.15,293.785,293.15,38.8573,0
4740,293.15,293.15,293.79,293.15,38.5812,0
4800,293.15,293.15,293.795,293.15,38.3022,0
4860,293.15,293.15,293.801,293.15,38.0203,0
4920,293.15,293.15,293.806,293.15,37.7355,0
4980,293.15,293.15,293.811,293.15,37.4478,0
5040,293.15,293.15,293.816,293.15,37.1572,0
5100,293.15,293.15,293.821,293.15,36.8639,0
5160,293.15,293.15,293.826,293.15,36.5677,0
5220,293.15,293.15,293.83,293.15,36.2687,0
5280,293.15,293.15,293.835,293.15,35.967,0
5340,293.15,293.15,293.84,293.15,35.6625,0
5400,293.15,293.15,293.844,293.15,35.3553,0
5400,293.15,293.15,293.844,293.15,35.3553,0
5460,293.15,293.15,293.849,293.15,35.0455,0
5520,293.15,293.15,293.853,293.15,34.7329,0
5580,293.15,293.15,293.857,293.15,34.4177,0
5640,293.15,293.15,293.861,293.15,34.0999,0
5700,293.15,293.15,293.865,293.15,33.7795,0
5760,293.15,293.15,293.87,293.15,33.4565,0
5820,293.15,293.15,293.873,293.15,33.131,0
5880,293.15,293.15,293.877,293.15,32.803,0
5940,293.15,293.15,293.881,293.15,32.4724,0
6000,293.15,293.15,293.885,293.15,32.1394,0
6000,293.15,293.15,293.885,293.15,32.1394,0
6000,293.15,293.15,293.885,293.15,32.1394,0
6060,293.15,293.15,293.888,293.15,31.8039,0
6120,293.15,293.15,293.892,293.15,31.466,0
6180,293.15,293.15,293.895,293.15,31.1257,0
6240,293.15,293.15,293.899,293.15,30.7831,0
6300,293.15,293.15,293.902,293.15,30.4381,0
6360,293.15,293.15,293.905,293.15,30.0908,0
6420,293.15,293.15,293.908,293.15,29.7411,0
6480,293.15,293.15,293.911,293.15,29.3893,0
6540,293.15,293.15,293.914,293.15,29.0351,0
6600,293.15,293.15,293.917,293.15,28.6788,0
6660,293.15,293.15,293.92,293.15,28.3203,0
6720,293.15,293.15,293.923,293.15,27.9596,0
6780,293.15,293.15,293.925,293.15,27.5968,0
6840,293.15,293.15,293.928,293.15,27.232,0
6900,293.15,293.15,293.93,293.15,26.865,0
6960,293.15,293.15,293.932,293.15,26.496,0
7020,293.15,293.15,293.935,293.15,26.1249,0
7080,293.15,293.15,293.937,293.15,25.7519,0
7140,293.15,293.15,293.939,293.15,25.3769,0
7200,293.15,293.15,293.941,293.15,25,0
7200,293.15,293.15,293.941,293.15,25,0
7260,293.15,293.15,293.943,293.15,24.6212,0
7320,293.15,293.15,293.945,293.15,24.2405,0
7380,293.15,293.15,293.946,293.15,23.8579,0
7440,293.15,293.15,293.948,293.15,23.4736,0
7500,293.15,293.15,293.95,293.15,23.0874,0
7560,293.15,293.15,293.951,293.15,22.6995,0
7620,293.15,293.15,293.953,293.15,22.3099,0
7680,293.15,293.15,293.954,293.15,21.9186,0
7740,293.15,293.15,293.955,293.15,21.5256,0
7800,293.15,293.15,293.956,293.15,21.1309,0
7860,293.15,293.15,293.957,293.15,20.7347,0
7920,293.15,293.15,293.958,293.15,20.3368,0
7980,293.15,293.15,293.959,293.15,19.9375,0
8040,293.15,293.15,293.96,293.15,19.5366,0
8100,293.15,293.15,293.961,293.15,19.1342,0
8160,293.15,293.15,293.961,293.15,18.7303,0
8220,293.15,293.15,293.962,293.15,18.3251,0
8280,293.15,293.15,293.963,293.15,17.9184,0
8340,293.15,293.15,293.963,293.15,17.5104,0
8400,293.15,293.15,293.963,293.15,17.101,0
8460,293.15,293.15,293.963,293.15,16.6903,0
8520,293.15,293.15,293.964,293.15,16.2784,0
8580,293.15,293.15,293.964,293.15,15.8652,0
8640,293.15,293.15,293.964,293.15,15.4508,0
8700,293.15,293.15,293.963,293.15,15.0353,0
8760,293.15,293.15,293.963,293.15,14.6186,0
8820,293.15,293.15,293.963,293.15,14.2008,0
8880,293.15,293.15,293.963,293.15,13.7819,0
8940,293.15,293.15,293.962,293.15,13.3619,0
9000,293.15,293.15,293.962,293.15,12.941,0
9060,293.15,293.15,293.961,293.15,12.519,0
9120,293.15,293.15,293.96,293.15,12.0961,0
9180,293.15,293.15,293.96,293.15,11.6723,0
9240,293.15,293.15,293.959,293.15,11.2476,0
9300,293.15,293.15,293.958,293.15,10.822,0
9360,293.15,293.15,293.957,293.15,10.3956,0
9420,293.15,293.15,293.956,293.15,9.9684,0
9480,293.15,293.15,293.954,293.15,9.54045,0
9540,293.15,293.15,293.953,293.15,9.11178,0
9600,293.15,293.15,293.952,293.15,8.68241,0
9600,293.15,293.15,293.952,293.15,8.68241,0
9600,293.15,293.15,293.952,293.15,8.68241,0
9660,293.15,293.15,293.95,293.15,8.25238,0
9720,293.15,293.15,293.949,293.15,7.82172,0
9780,293.15,293.15,293.947,293.15,7.39047,0
9840,293.15,293.15,293.945,293.15,6.95866,0
9900,293.15,293.15,293.944,293.15,6.52631,0
9900,293.15,293.15,293.944,293.15,6.52631,0
9900,293.15,293.15,293.944,293.15,6.52631,0
9960,293.15,293.15,293.942,293.15,6.09347,0
10020,293.15,293.15,293.94,293.15,5.66016,0
10080,293.15,293.15,293.938,293.15,5.22642,0
10140,293.15,293.15,293.936,293.15,4.79229,0
10200,293.15,293.15,293.934,293.15,4.35779,0
10260,293.15,293.15,293.931,293.15,3.92295,0
10320,293.15,293.15,293.929,293.15,3.48782,0
10380,293.15,293.15,293.927,293.15,3.05243,0
10440,293.15,293.15,293.924,293.15,2.6168,0
10500,293.15,293.15,293.922,293.15,2.18097,0
10560,293.15,293.15,293.919,293.15,1.74497,0
10620,293.15,293.15,293.916,293.15,1.30885,0
10680,293.15,293.15,293.913,293.15,0.87262,0
10740,293.15,293.15,293.91,293.15,0.436327,0
10800,293.15,293.15,293.907,293.15,3.06E-15,0
10800,293.15,293.15,293.907,293.15,3.06E-15,0
10860,293.15,293.15,293.904,293.15,-0.436327,0
10920,293.15,293.15,293.901,293.15,-0.87262,0
10980,293.15,293.15,293.898,293.15,-1.30885,0
11040,293.15,293.15,293.895,293.15,-1.74497,0
11100,293.15,293.15,293.892,293.15,-2.18097,0
11160,293.15,293.15,293.888,293.15,-2.6168,0
11220,293.15,293.15,293.885,293.15,-3.05243,0
11280,293.15,293.15,293.881,293.15,-3.48782,0
11340,293.15,293.15,293.877,293.15,-3.92295,0
11400,293.15,293.15,293.874,293.15,-4.35779,0
11400,293.15,293.15,293.874,293.15,-4.35779,0
11400,293.15,293.15,293.874,293.15,-4.35779,0
11460,293.15,293.15,293.87,293.15,-4.79229,0
11520,293.15,293.15,293.866,293.15,-5.22642,0
11580,293.15,293.15,293.862,293.15,-5.66016,0
11640,293.15,293.15,293.858,293.15,-6.09347,0
11700,293.15,293.15,293.854,293.15,-6.52631,0
11760,293.15,293.15,293.85,293.15,-6.95866,0
11820,293.15,293.15,293.846,293.15,-7.39047,0
11880,293.15,293.15,293.841,293.15,-7.82172,0
11940,293.15,293.15,293.837,293.15,-8.25238,0
12000,293.15,293.15,293.832,293.15,-8.68241,0
12060,293.15,293.15,293.828,293.15,-9.11178,0
12120,293.15,293.15,293.823,293.15,-9.54045,0
12180,293.15,293.15,293.819,293.15,-9.9684,0
12240,293.15,293.15,293.814,293.15,-10.3956,0
12300,293.15,293.15,293.809,293.15,-10.822,0
12360,293.15,293.15,293.804,293.15,-11.2476,0
12420,293.15,293.15,293.8,293.15,-11.6723,0
12480,293.15,293.15,293.795,293.15,-12.0961,0
12540,293.15,293.15,293.79,293.15,-12.519,0
12600,293.15,293.15,293.784,293.15,-12.941,0
12660,293.15,293.15,293.779,293.15,-13.3619,0
12720,293.15,293.15,293.774,293.15,-13.7819,0
12780,293.15,293.15,293.769,293.15,-14.2008,0
12840,293.15,293.15,293.763,293.15,-14.6186,0
12900,293.15,293.15,293.758,293.15,-15.0353,0
12960,293.15,293.15,293.752,293.15,-15.4508,0
13020,293.15,293.15,293.747,293.15,-15.8652,0
13080,293.15,293.15,293.741,293.15,-16.2784,0
13140,293.15,293.15,293.736,293.15,-16.6903,0
13200,293.15,293.15,293.73,293.15,-17.101,0
13260,293.15,293.15,293.724,293.15,-17.5104,0
13320,293.15,293.15,293.718,293.15,-17.9184,0
13380,293.15,293.15,293.712,293.15,-18.3251,0
13440,293.15,293.15,293.706,293.15,-18.7303,0
13500,293.15,293.15,293.7,293.15,-19.1342,0
13560,293.15,293.15,293.694,293.15,-19.5366,0
13620,293.15,293.15,293.688,293.15,-19.9375,0
13680,293.15,293.15,293.682,293.15,-20.3368,0
13740,293.15,293.15,293.676,293.15,-20.7347,0
13800,293.15,293.15,293.669,293.15,-21.1309,0
13860,293.15,293.15,293.663,293.15,-21.5256,0
13920,293.15,293.15,293.656,293.15,-21.9186,0
13980,293.15,293.15,293.65,293.15,-22.3099,0
14040,293.15,293.15,293.643,293.15,-22.6995,0
14100,293.15,293.15,293.637,293.15,-23.0874,0
14160,293.15,293.15,293.63,293.15,-23.4736,0
14220,293.15,293.15,293.624,293.15,-23.8579,0
14280,293.15,293.15,293.617,293.15,-24.2405,0
14340,293.15,293.15,293.61,293.15,-24.6212,0
14400,293.15,293.15,293.603,293.15,-25,0
14400,293.15,293.15,293.603,293.15,-25,0
14460,293.15,293.15,293.596,293.15,-25.3769,0
14520,293.15,293.15,293.589,293.15,-25.7519,0
14580,293.15,293.15,293.582,293.15,-26.1249,0
14640,293.15,293.15,293.575,293.15,-26.496,0
14700,293.15,293.15,293.568,293.15,-26.865,0
14760,293.15,293.15,293.561,293.15,-27.232,0
14820,293.15,293.15,293.554,293.15,-27.5968,0
14880,293.15,293.15,293.547,293.151,-27.9596,0
14940,293.15,293.15,293.539,293.151,-28.3203,0
15000,293.15,293.15,293.532,293.151,-28.6788,0
15000,293.15,293.15,293.532,293.151,-28.6788,0
15000,293.15,293.15,293.532,293.151,-28.6788,0
15060,293.15,293.15,293.525,293.151,-29.0351,0
15120,293.15,293.15,293.517,293.151,-29.3893,0
15180,293.15,293.15,293.51,293.151,-29.7411,0
15240,293.15,293.15,293.502,293.151,-30.0908,0
15300,293.15,293.15,293.495,293.151,-30.4381,0
15300,293.15,293.15,293.495,293.151,-30.4381,0
15300,293.15,293.15,293.495,293.151,-30.4381,0
15360,293.15,293.15,293.487,293.151,-30.7831,0
15420,293.15,293.15,293.48,293.151,-31.1257,0
15480,293.15,293.15,293.472,293.151,-31.466,0
15540,293.15,293.15,293.464,293.151,-31.8039,0
15600,293.15,293.15,293.456,293.151,-32.1394,0
15660,293.15,293.15,293.449,293.151,-32.4724,0
15720,293.15,293.15,293.441,293.151,-32.803,0
15780,293.15,293.15,293.433,293.151,-33.131,0
15840,293.15,293.15,293.425,293.151,-33.4565,0
15900,293.15,293.15,293.417,293.151,-33.7795,0
15960,293.15,293.15,293.409,293.151,-34.0999,0
16020,293.15,293.15,293.401,293.151,-34.4177,0
16080,293.15,293.15,293.393,293.151,-34.7329,0
16140,293.15,293.15,293.385,293.151,-35.0455,0
16200,293.15,293.15,293.377,293.151,-35.3553,0
16200,293.15,293.15,293.377,293.151,-35.3553,0
16260,293.15,293.15,293.369,293.151,-35.6625,0
16320,293.15,293.15,293.361,293.151,-35.967,0
16380,293.15,293.15,293.353,293.151,-36.2687,0
16440,293.15,293.15,293.345,293.151,-36.5677,0
16500,293.15,293.15,293.336,293.151,-36.8639,0
16560,293.15,293.15,293.328,293.151,-37.1572,0
16620,293.15,293.15,293.32,293.151,-37.4478,0
16680,293.15,293.15,293.312,293.151,-37.7355,0
16740,293.15,293.15,293.303,293.151,-38.0203,0
16800,293.15,293.15,293.295,293.151,-38.3022,0
16800,293.15,293.15,293.295,293.151,-38.3022,0
16800,293.15,293.15,293.295,293.151,-38.3022,0
16860,293.15,293.15,293.287,293.151,-38.5812,0
16920,293.15,293.15,293.278,293.151,-38.8573,0
16980,293.15,293.15,293.27,293.151,-39.1304,0
17040,293.15,293.15,293.261,293.151,-39.4005,0
17100,293.15,293.15,293.253,293.151,-39.6677,0
17160,293.15,293.15,293.244,293.151,-39.9318,0
17220,293.15,293.15,293.236,293.151,-40.1928,0
17280,293.15,293.15,293.227,293.151,-40.4508,0
17340,293.15,293.15,293.219,293.151,-40.7058,0
17400,293.15,293.15,293.21,293.151,-40.9576,0
17460,293.15,293.15,293.202,293.151,-41.2063,0
17520,293.15,293.15,293.193,293.151,-41.4519,0
17580,293.15,293.15,293.185,293.151,-41.6943,0
17640,293.15,293.15,293.176,293.151,-41.9335,0
17700,293.15,293.15,293.167,293.151,-42.1696,0
17760,293.15,293.15,293.159,293.151,-42.4024,0
17820,293.15,293.15,293.15,293.151,-42.632,0
17880,293.15,293.15,293.141,293.151,-42.8584,0
17940,293.15,293.15,293.133,293.151,-43.0815,0
18000,293.15,293.15,293.124,293.151,-43.3013,0
18000,293.15,293.15,293.124,293.151,-43.3013,0
18060,293.15,293.15,293.115,293.151,-43.5178,0
18120,293.15,293.15,293.107,293.151,-43.731,0
18180,293.15,293.15,293.098,293.151,-43.9409,0
18240,293.15,293.15,293.089,293.151,-44.1474,0
18300,293.15,293.15,293.081,293.151,-44.3505,0
18360,293.15,293.15,293.072,293.151,-44.5503,0
18420,293.15,293.15,293.063,293.151,-44.7467,0
18480,293.15,293.15,293.054,293.151,-44.9397,0
18540,293.15,293.15,293.046,293.151,-45.1293,0
18600,293.15,293.15,293.037,293.151,-45.3154,0
18660,293.15,293.15,293.028,293.151,-45.4981,0
18720,293.15,293.15,293.019,293.151,-45.6773,0
18780,293.15,293.15,293.011,293.151,-45.853,0
18840,293.15,293.15,293.002,293.151,-46.0252,0
18900,293.15,293.15,292.993,293.151,-46.194,0
18960,293.15,293.15,292.984,293.151,-46.3592,0
19020,293.15,293.15,292.976,293.151,-46.5209,0
19080,293.15,293.15,292.967,293.151,-46.679,0
19140,293.15,293.15,292.958,293.151,-46.8336,0
19200,293.15,293.15,292.949,293.151,-46.9846,0
19260,293.15,293.15,292.941,293.151,-47.1321,0
19320,293.15,293.15,292.932,293.151,-47.2759,0
19380,293.15,293.15,292.923,293.151,-47.4162,0
19440,293.15,293.15,292.914,293.151,-47.5528,0
19500,293.15,293.15,292.906,293.151,-47.6858,0
19560,293.15,293.15,292.897,293.151,-47.8152,0
19620,293.15,293.15,292.888,293.151,-47.941,0
19680,293.15,293.15,292.88,293.151,-48.0631,0
19740,293.15,293.15,292.871,293.151,-48.1815,0
19800,293.15,293.15,292.862,293.151,-48.2963,0
19860,293.15,293.15,292.854,293.151,-48.4074,0
19920,293.15,293.15,292.845,293.151,-48.5148,0
19980,293.15,293.15,292.836,293.151,-48.6185,0
20040,293.15,293.15,292.828,293.151,-48.7185,0
20100,293.15,293.15,292.819,293.151,-48.8148,0
20160,293.15,293.15,292.811,293.151,-48.9074,0
20220,293.15,293.15,292.802,293.151,-48.9962,0
20280,293.15,293.15,292.794,293.151,-49.0814,0
20340,293.15,293.15,292.785,293.151,-49.1627,0
20400,293.15,293.15,292.777,293.151,-49.2404,0
20400,293.15,293.15,292.777,293.151,-49.2404,0
20400,293.15,293.15,292.777,293.151,-49.2404,0
20460,293.15,293.15,292.768,293.151,-49.3143,0
20520,293.15,293.15,292.76,293.151,-49.3844,0
20580,293.15,293.15,292.751,293.151,-49.4508,0
20640,293.15,293.15,292.743,293.151,-49.5134,0
20700,293.15,293.15,292.734,293.151,-49.5722,0
20700,293.15,293.15,292.734,293.151,-49.5722,0
20700,293.15,293.15,292.734,293.151,-49.5722,0
20760,293.15,293.15,292.726,293.151,-49.6273,0
20820,293.15,293.15,292.717,293.151,-49.6786,0
20880,293.15,293.15,292.709,293.151,-49.7261,0
20940,293.15,293.15,292.701,293.151,-49.7698,0
21000,293.15,293.15,292.692,293.151,-49.8097,0
21060,293.15,293.15,292.684,293.151,-49.8459,0
21120,293.15,293.15,292.676,293.151,-49.8782,0
21180,293.15,293.15,292.668,293.151,-49.9067,0
21240,293.15,293.15,292.659,293.151,-49.9315,0
21300,293.15,293.15,292.651,293.151,-49.9524,0
21360,293.15,293.15,292.643,293.151,-49.9695,0
21420,293.15,293.15,292.635,293.151,-49.9829,0
21480,293.15,293.15,292.627,293.151,-49.9924,0
21540,293.15,293.15,292.619,293.151,-49.9981,0
21600,293.15,293.15,292.611,293.151,-50,0
21600,293.15,293.15,292.611,293.151,-50,0
21660,293.15,293.15,292.603,293.151,-49.9981,0
21720,293.15,293.15,292.595,293.151,-49.9924,0
21780,293.15,293.15,292.587,293.151,-49.9829,0
21840,293.15,293.15,292.579,293.151,-49.9695,0
21900,293.15,293.15,292.571,293.151,-49.9524,0
21960,293.15,293.15,292.563,293.151,-49.9315,0
22020,293.15,293.15,292.556,293.151,-49.9067,0
22080,293.15,293.15,292.548,293.151,-49.8782,0
22140,293.15,293.15,292.54,293.151,-49.8459,0
22200,293.15,293.15,292.533,293.151,-49.8097,0
22200,293.15,293.15,292.533,293.151,-49.8097,0
22200,293.15,293.15,292.533,293.151,-49.8097,0
22260,293.15,293.15,292.525,293.151,-49.7698,0
22320,293.15,293.15,292.517,293.151,-49.7261,0
22380,293.15,293.15,292.51,293.151,-49.6786,0
22440,293.15,293.15,292.502,293.151,-49.6273,0
22500,293.15,293.15,292.495,293.151,-49.5722,0
22560,293.15,293.15,292.487,293.151,-49.5134,0
22620,293.15,293.15,292.48,293.151,-49.4508,0
22680,293.15,293.15,292.473,293.151,-49.3844,0
22740,293.15,293.15,292.465,293.151,-49.3143,0
22800,293.15,293.15,292.458,293.151,-49.2404,0
22860,293.15,293.15,292.451,293.151,-49.1627,0
22920,293.15,293.15,292.444,293.151,-49.0814,0
22980,293.15,293.15,292.436,293.151,-48.9962,0
23040,293.15,293.15,292.429,293.151,-48.9074,0
23100,293.15,293.15,292.422,293.151,-48.8148,0
23160,293.15,293.15,292.415,293.151,-48.7185,0
23220,293.15,293.15,292.408,293.151,-48.6185,0
23280,293.15,293.15,292.402,293.151,-48.5148,0
23340,293.15,293.15,292.395,293.151,-48.4074,0
23400,293.15,293.15,292.388,293.151,-48.2963,0
23460,293.15,293.15,292.381,293.151,-48.1815,0
23520,293.15,293.15,292.375,293.151,-48.0631,0
23580,293.15,293.15,292.368,293.151,-47.941,0
23640,293.15,293.15,292.361,293.151,-47.8152,0
23700,293.15,293.15,292.355,293.151,-47.6858,0
23760,293.15,293.15,292.348,293.151,-47.5528,0
23820,293.15,293.15,292.342,293.151,-47.4162,0
23880,293.15,293.15,292.336,293.151,-47.2759,0
23940,293.15,293.15,292.329,293.151,-47.1321,0
24000,293.15,293.15,292.323,293.151,-46.9846,0
24060,293.15,293.15,292.317,293.151,-46.8336,0
24120,293.15,293.15,292.311,293.151,-46.679,0
24180,293.15,293.15,292.305,293.151,-46.5209,0
24240,293.15,293.15,292.298,293.151,-46.3592,0
24300,293.15,293.15,292.293,293.151,-46.194,0
24360,293.15,293.15,292.287,293.151,-46.0252,0
24420,293.15,293.15,292.281,293.151,-45.853,0
24480,293.15,293.15,292.275,293.151,-45.6773,0
24540,293.15,293.15,292.269,293.151,-45.4981,0
24600,293.15,293.15,292.263,293.151,-45.3154,0
24660,293.15,293.15,292.258,293.151,-45.1293,0
24720,293.15,293.15,292.252,293.151,-44.9397,0
24780,293.15,293.15,292.247,293.151,-44.7467,0
24840,293.15,293.15,292.241,293.151,-44.5503,0
24900,293.15,293.15,292.236,293.151,-44.3505,0
24960,293.15,293.15,292.231,293.151,-44.1474,0
25020,293.15,293.15,292.225,293.151,-43.9409,0
25080,293.15,293.15,292.22,293.151,-43.731,0
25140,293.15,293.15,292.215,293.151,-43.5178,0
25200,293.15,293.15,292.21,293.151,-43.3013,0
25200,293.15,293.15,292.21,293.151,-43.3013,0
25260,293.15,293.15,292.205,293.151,-43.0815,0
25320,293.15,293.15,292.2,293.151,-42.8584,0
25380,293.15,293.15,292.195,293.151,-42.632,0
25440,293.15,293.15,292.19,293.151,-42.4024,0
25500,293.15,293.15,292.186,293.151,-42.1696,0
25560,293.15,293.15,292.181,293.151,-41.9335,0
25620,293.15,293.15,292.176,293.151,-41.6943,0
25680,293.15,293.15,292.172,293.151,-41.4519,0
25740,293.15,293.15,292.167,293.151,-41.2063,0
25800,293.15,293.15,292.163,293.151,-40.9576,0
25800,293.15,293.15,292.163,293.151,-40.9576,0
25800,293.15,293.15,292.163,293.151,-40.9576,0
25860,293.15,293.15,292.158,293.151,-40.7058,0
25920,293.15,293.15,292.154,293.151,-40.4508,0
25980,293.15,293.15,292.15,293.151,-40.1928,0
26040,293.15,293.15,292.146,293.151,-39.9318,0
26100,293.15,293.15,292.142,293.151,-39.6677,0
26100,293.15,293.15,292.142,293.151,-39.6677,0
26100,293.15,293.15,292.142,293.151,-39.6677,0
26160,293.15,293.15,292.138,293.151,-39.4005,0
26220,293.15,293.15,292.134,293.151,-39.1304,0
26280,293.15,293.15,292.13,293.151,-38.8573,0
26340,293.15,293.15,292.126,293.151,-38.5812,0
26400,293.15,293.15,292.122,293.151,-38.3022,0
26460,293.15,293.15,292.119,293.151,-38.0203,0
26520,293.15,293.15,292.115,293.151,-37.7355,0
26580,293.15,293.15,292.112,293.151,-37.4478,0
26640,293.15,293.15,292.108,293.151,-37.1572,0
26700,293.15,293.15,292.105,293.151,-36.8639,0
26760,293.15,293.15,292.102,293.151,-36.5677,0
26820,293.15,293.15,292.098,293.151,-36.2687,0
26880,293.15,293.15,292.095,293.151,-35.967,0
26940,293.15,293.15,292.092,293.151,-35.6625,0
27000,293.15,293.15,292.089,293.151,-35.3553,0
27000,293.15,293.15,292.089,293.151,-35.3553,0
27060,293.15,293.15,292.086,293.151,-35.0455,0
27120,293.15,293.15,292.084,293.151,-34.7329,0
27180,293.15,293.15,292.081,293.151,-34.4177,0
27240,293.15,293.15,292.078,293.151,-34.0999,0
27300,293.15,293.15,292.075,293.151,-33.7795,0
27360,293.15,293.15,292.073,293.151,-33.4565,0
27420,293.15,293.15,292.07,293.151,-33.131,0
27480,293.15,293.15,292.068,293.151,-32.803,0
27540,293.15,293.15,292.066,293.151,-32.4724,0
27600,293.15,293.15,292.064,293.151,-32.1394,0
27600,293.15,293.15,292.064,293.151,-32.1394,0
27600,293.15,293.15,292.064,293.151,-32.1394,0
27660,293.15,293.15,292.061,293.151,-31.8039,0
27720,293.15,293.15,292.059,293.151,-31.466,0
27780,293.15,293.15,292.057,293.151,-31.1257,0
27840,293.15,293.15,292.055,293.151,-30.7831,0
27900,293.15,293.15,292.054,293.151,-30.4381,0
27960,293.15,293.15,292.052,293.151,-30.0908,0
28020,293.15,293.15,292.05,293.151,-29.7411,0
28080,293.15,293.15,292.048,293.151,-29.3893,0
28140,293.15,293.15,292.047,293.151,-29.0351,0
28200,293.15,293.15,292.045,293.151,-28.6788,0
28260,293.15,293.15,292.044,293.151,-28.3203,0
28320,293.15,293.15,292.043,293.151,-27.9596,0
28380,293.15,293.15,292.042,293.151,-27.5968,0
28440,293.15,293.15,292.04,293.151,-27.232,0
28500,293.15,293.15,292.039,293.151,-26.865,0
28560,293.15,293.15,292.038,293.151,-26.496,0
28620,293.15,293.15,292.037,293.151,-26.1249,0
28680,293.15,293.15,292.037,293.151,-25.7519,0
28740,293.15,293.15,292.036,293.151,-25.3769,0
28800,293.15,293.15,292.035,293.151,-25,0
28800,293.15,293.15,292.035,293.151,-25,0
28860,293.15,293.15,292.035,293.151,-24.6212,0
28920,293.15,293.15,292.034,293.151,-24.2405,0
28980,293.15,293.15,292.034,293.151,-23.8579,0
