,T_ext,T_int,Ts_ext,Ts_int,q_ext,q_int
127740,292.365,297.983,294.288,298.364,48.1815,15
127800,292.279,298.15,294.291,298.525,48.2963,15
127860,292.193,298.317,294.293,298.687,48.4074,15
127920,292.108,298.483,294.295,298.848,48.5148,15
127980,292.023,298.65,294.297,299.01,48.6185,15
128040,291.938,298.817,294.299,299.171,48.7185,15
128100,291.853,298.983,294.3,299.333,48.8148,15
128160,291.769,299.15,294.301,299.494,48.9074,15
128220,291.686,299.317,294.302,299.655,48.9962,15
128280,291.602,299.483,294.302,299.817,49.0814,15
128340,291.52,299.65,294.302,299.978,49.1627,15
128400,291.437,299.817,294.302,300.14,49.2404,15
128400,291.437,299.817,294.302,300.14,49.2404,15
128400,291.437,299.817,294.302,300.14,49.2404,15
128460,291.356,299.983,294.302,300.301,49.3143,12
128520,291.275,300.15,294.301,300.462,49.3844,9
128580,291.194,300.317,294.3,300.623,49.4508,6
128640,291.114,300.483,294.299,300.783,49.5134,3
128700,291.035,300.65,294.298,300.943,49.5722,0
128700,291.035,300.65,294.298,300.943,49.5722,-6.44E-07
128700,291.035,300.65,294.298,300.943,49.5722,0
128760,290.956,300.817,294.296,301.103,49.6273,0
128820,290.878,300.983,294.294,301.263,49.6786,0
128880,290.8,301.15,294.292,301.423,49.7261,0
128940,290.724,301.317,294.29,301.583,49.7698,0
129000,290.648,301.483,294.287,301.743,49.8097,0
129060,290.573,301.65,294.284,301.903,49.8459,0
129120,290.498,301.817,294.281,302.063,49.8782,0
129180,290.425,301.983,294.277,302.223,49.9067,0
129240,290.352,302.15,294.274,302.383,49.9315,0
129300,290.28,302.317,294.27,302.543,49.9524,0
129360,290.209,302.483,294.266,302.704,49.9695,0
129420,290.139,302.65,294.262,302.864,49.9829,0
129480,290.07,302.817,294.257,303.024,49.9924,0
129540,290.001,302.983,294.253,303.184,49.9981,0
129600,289.934,303.15,294.248,303.344,50,0
129600,289.934,293.15,294.248,293.705,50,0
129660,289.868,293.317,294.242,293.865,49.9981,1.5
129720,289.802,293.483,294.237,294.025,49.9924,3
129780,289.738,293.65,294.232,294.185,49.9829,4.5
129840,289.675,293.817,294.226,294.346,49.9695,6
129900,289.613,293.983,294.22,294.506,49.9524,7.5
129960,289.551,294.15,294.214,294.667,49.9315,9
130020,289.491,294.317,294.207,294.827,49.9067,10.5
130080,289.433,294.483,294.201,294.988,49.8782,12
130140,289.375,294.65,294.194,295.149,49.8459,13.5
130200,289.318,294.817,294.187,295.311,49.8097,15
130200,289.318,294.817,294.187,295.311,49.8097,15
130200,289.318,294.817,294.187,295.311,49.8097,15
130260,289.263,294.983,294.18,295.472,49.7698,15
130320,289.208,295.15,294.173,295.633,49.7261,15
130380,289.155,295.317,294.166,295.795,49.6786,15
130440,289.103,295.483,294.158,295.956,49.6273,15
130500,289.053,295.65,294.15,296.117,49.5722,15
130560,289.003,295.817,294.142,296.279,49.5134,15
130620,288.955,295.983,294.134,296.44,49.4508,15
130680,288.908,296.15,294.126,296.601,49.3844,15
130740,288.863,296.317,294.118,296.763,49.3143,15
130800,288.819,296.483,294.11,296.924,49.2404,15
130860,288.776,296.65,294.101,297.085,49.1627,15
130920,288.734,296.817,294.092,297.247,49.0814,15
130980,288.694,296.983,294.084,297.408,48.9962,15
131040,288.655,297.15,294.075,297.57,48.9074,15
131100,288.617,297.317,294.066,297.731,48.8148,15
131160,288.581,297.483,294.057,297.892,48.7185,15
131220,288.546,297.65,294.047,298.054,48.6185,15
131280,288.513,297.817,294.038,298.215,48.5148,15
131340,288.481,297.983,294.029,298.377,48.4074,15
131400,288.451,298.15,294.019,298.538,48.2963,15
131460,288.422,298.317,294.01,298.699,48.1815,15
131520,288.394,298.483,294,298.861,48.0631,15
131580,288.368,298.65,293.99,299.022,47.941,15
131640,288.343,298.817,293.98,299.184,47.8152,15
131700,288.32,298.983,293.97,299.345,47.6858,15
131760,288.298,299.15,293.96,299.506,47.5528,15
131820,288.278,299.317,293.95,299.668,47.4162,15
131880,288.259,299.483,293.94,299.829,47.2759,15
131940,288.241,299.65,293.93,299.991,47.1321,15
132000,288.226,299.817,293.92,300.152,46.9846,15
132060,288.211,299.983,293.91,300.314,46.8336,15
132120,288.198,300.15,293.9,300.475,46.679,15
132180,288.187,300.317,293.889,300.636,46.5209,15
132240,288.177,300.483,293.879,300.798,46.3592,15
132300,288.169,300.65,293.869,300.959,46.194,15
132360,288.162,300.817,293.858,301.121,46.0252,15
132420,288.157,300.983,293.848,301.282,45.853,15
132480,288.153,301.15,293.838,301.444,45.6773,15
132540,288.151,301.317,293.827,301.605,45.4981,15
132600,288.15,301.483,293.817,301.767,45.3154,15
132660,288.151,301.65,293.806,301.928,45.1293,15
132720,288.153,301.817,293.796,302.09,44.9397,15
132780,288.157,301.983,293.786,302.251,44.7467,15
132840,288.162,302.15,293.776,302.413,44.5503,15
132900,288.169,302.317,293.765,302.574,44.3505,15
132960,288.178,302.483,293.755,302.736,44.1474,15
133020,288.188,302.65,293.745,302.897,43.9409,15
133080,288.199,302.817,293.735,303.059,43.731,15
133140,288.212,302.983,293.724,303.22,43.5178,15
133200,288.226,303.15,293.714,303.382,43.3013,15
133200,288.226,293.15,293.714,293.743,43.3013,15
133260,288.242,293.317,293.704,293.904,43.0815,15
133320,288.26,293.483,293.694,294.066,42.8584,15
133380,288.279,293.65,293.684,294.227,42.632,15
133440,288.299,293.817,293.675,294.388,42.4024,15
133500,288.321,293.983,293.665,294.549,42.1696,15
133560,288.344,294.15,293.655,294.71,41.9335,15
133620,288.369,294.317,293.646,294.872,41.6943,15
133680,288.396,294.483,293.636,295.033,41.4519,15
133740,288.423,294.65,293.627,295.194,41.2063,15
133800,288.452,294.817,293.617,295.355,40.9576,15
133800,288.452,294.817,293.617,295.355,40.9576,15
133800,288.452,294.817,293.617,295.355,40.9576,15
133860,288.483,294.983,293.608,295.517,40.7058,12
133920,288.515,295.15,293.599,295.677,40.4508,9
133980,288.548,295.317,293.59,295.838,40.1928,6
134040,288.583,295.483,293.581,295.998,39.9318,3
134100,288.62,295.65,293.572,296.158,39.6677,0
134100,288.62,295.65,293.572,296.158,39.6677,-6.71E-07
134100,288.62,295.65,293.572,296.158,39.6677,0
134160,288.657,295.817,293.563,296.318,39.4005,0
134220,288.696,295.983,293.554,296.478,39.1304,0
134280,288.736,296.15,293.546,296.637,38.8573,0
134340,288.778,296.317,293.538,296.797,38.5812,0
134400,288.821,296.483,293.529,296.957,38.3022,0
134460,288.866,296.65,293.521,297.117,38.0203,0
134520,288.911,296.817,293.513,297.277,37.7355,0
134580,288.958,296.983,293.505,297.437,37.4478,0
134640,289.006,297.15,293.498,297.596,37.1572,0
134700,289.056,297.317,293.49,297.756,36.8639,0
134760,289.106,297.483,293.483,297.916,36.5677,0
134820,289.158,297.65,293.475,298.076,36.2687,0
134880,289.212,297.817,293.468,298.236,35.967,0
134940,289.266,297.983,293.461,298.396,35.6625,0
135000,289.321,298.15,293.455,298.556,35.3553,0
135000,289.321,298.15,293.455,298.556,35.3553,0
135060,289.378,298.317,293.448,298.716,35.0455,1.5
135120,289.436,298.483,293.441,298.876,34.7329,3
135180,289.495,298.65,293.435,299.036,34.4177,4.5
135240,289.555,298.817,293.429,299.196,34.0999,6
135300,289.616,298.983,293.423,299.357,33.7795,7.5
135360,289.679,299.15,293.417,299.518,33.4565,9
135420,289.742,299.317,293.412,299.679,33.131,10.5
135480,289.806,299.483,293.406,299.84,32.803,12
135540,289.872,299.65,293.401,300.001,32.4724,13.5
135600,289.938,299.817,293.396,300.162,32.1394,15
135600,289.938,299.817,293.396,300.162,32.1394,15
135600,289.938,299.817,293.396,300.162,32.1394,15
135660,290.005,299.983,293.391,300.324,31.8039,15
135720,290.074,300.15,293.386,300.485,31.466,15
135780,290.143,300.317,293.382,300.646,31.1257,15
135840,290.213,300.483,293.377,300.808,30.7831,15
135900,290.284,300.65,293.373,300.969,30.4381,15
135960,290.356,300.817,293.369,301.131,30.0908,15
136020,290.429,300.983,293.366,301.292,29.7411,15
136080,290.503,301.15,293.362,301.454,29.3893,15
136140,290.577,301.317,293.359,301.615,29.0351,15
136200,290.652,301.483,293.356,301.777,28.6788,15
136260,290.728,301.65,293.353,301.938,28.3203,15
136320,290.805,301.817,293.35,302.099,27.9596,15
136380,290.882,301.983,293.348,302.261,27.5968,15
136440,290.96,302.15,293.345,302.422,27.232,15
136500,291.039,302.317,293.343,302.584,26.865,15
136560,291.119,302.483,293.342,302.745,26.496,15
136620,291.199,302.65,293.34,302.907,26.1249,15
136680,291.279,302.817,293.338,303.068,25.7519,15
136740,291.361,302.983,293.337,303.23,25.3769,15
136800,291.442,303.15,293.336,303.391,25,15
136800,291.442,293.15,293.336,293.753,25,15
136860,291.525,293.317,293.335,293.914,24.6212,15
136920,291.607,293.483,293.335,294.075,24.2405,15
136980,291.691,293.65,293.334,294.236,23.8579,15
137040,291.774,293.817,293.334,294.398,23.4736,15
137100,291.858,293.983,293.334,294.559,23.0874,15
137160,291.943,294.15,293.335,294.72,22.6995,15
137220,292.028,294.317,293.335,294.881,22.3099,15
137280,292.113,294.483,293.336,295.043,21.9186,15
137340,292.199,294.65,293.337,295.204,21.5256,15
137400,292.284,294.817,293.338,295.365,21.1309,15
137460,292.37,294.983,293.339,295.526,20.7347,15
137520,292.457,295.15,293.341,295.688,20.3368,15
137580,292.543,295.317,293.342,295.849,19.9375,15
137640,292.63,295.483,293.344,296.01,19.5366,15
137700,292.717,295.65,293.347,296.171,19.1342,15
137760,292.804,295.817,293.349,296.333,18.7303,15
137820,292.891,295.983,293.351,296.494,18.3251,15
137880,292.978,296.15,293.354,296.655,17.9184,15
137940,293.065,296.317,293.357,296.816,17.5104,15
138000,293.153,296.483,293.361,296.978,17.101,15
138060,293.24,296.65,293.364,297.139,16.6903,15
138120,293.327,296.817,293.368,297.3,16.2784,15
138180,293.414,296.983,293.371,297.462,15.8652,15
138240,293.501,297.15,293.376,297.623,15.4508,15
138300,293.588,297.317,293.38,297.784,15.0353,15
138360,293.675,297.483,293.384,297.945,14.6186,15
138420,293.762,297.65,293.389,298.107,14.2008,15
138480,293.848,297.817,293.394,298.268,13.7819,15
138540,293.935,297.983,293.399,298.429,13.3619,15
138600,294.021,298.15,293.404,298.591,12.941,15
138660,294.107,298.317,293.409,298.752,12.519,15
138720,294.192,298.483,293.415,298.913,12.0961,15
138780,294.277,298.65,293.421,299.075,11.6723,15
138840,294.362,298.817,293.427,299.236,11.2476,15
138900,294.447,298.983,293.433,299.397,10.822,15
138960,294.531,299.15,293.439,299.559,10.3956,15
139020,294.614,299.317,293.446,299.72,9.9684,15
139080,294.698,299.483,293.452,299.881,9.54045,15
139140,294.78,299.65,293.459,300.043,9.11178,15
139200,294.863,299.817,293.466,300.204,8.68241,15
139200,294.863,299.817,293.466,300.204,8.68241,15
139200,294.863,299.817,293.466,300.204,8.68241,15
139260,294.944,299.983,293.474,300.365,8.25238,12
139320,295.025,300.15,293.481,300.526,7.82172,9
139380,295.106,300.317,293.489,300.687,7.39047,6
139440,295.186,300.483,293.496,300.847,6.95866,3
139500,295.265,300.65,293.504,301.007,6.52631,0
139500,295.265,300.65,293.504,301.007,6.52631,-6.98E-07
139500,295.265,300.65,293.504,301.007,6.52631,0
139560,295.344,300.817,293.512,301.167,6.09347,0
139620,295.422,300.983,293.52,301.327,5.66016,0
139680,295.5,301.15,293.529,301.487,5.22642,0
139740,295.576,301.317,293.537,301.647,4.79229,0
139800,295.652,301.483,293.546,301.807,4.35779,0
139860,295.727,301.65,293.555,301.967,3.92295,0
139920,295.802,301.817,293.564,302.127,3.48782,0
139980,295.875,301.983,293.573,302.287,3.05243,0
140040,295.948,302.15,293.582,302.447,2.6168,0
140100,296.02,302.317,293.591,302.607,2.18097,0
140160,296.091,302.483,293.6,302.766,1.74497,0
140220,296.161,302.65,293.61,302.926,1.30885,0
140280,296.23,302.817,293.62,303.086,0.87262,0
140340,296.299,302.983,293.629,303.246,0.436327,0
140400,296.366,303.15,293.639,303.406,-4.90E-14,0
140400,296.366,293.15,293.639,293.768,-4.90E-14,0
140460,296.432,293.317,293.649,293.928,-0.436327,1.5
140520,296.498,293.483,293.659,294.087,-0.87262,3
140580,296.562,293.65,293.669,294.248,-1.30885,4.5
140640,296.625,293.817,293.68,294.408,-1.74497,6
140700,296.687,293.983,293.69,294.568,-2.18097,7.5
140760,296.749,294.15,293.7,294.729,-2.6168,9
140820,296.809,294.317,293.711,294.889,-3.05243,10.5
140880,296.867,294.483,293.721,295.05,-3.48782,12
140940,296.925,294.65,293.732,295.211,-3.92295,13.5
141000,296.982,294.817,293.743,295.372,-4.35779,15
141000,296.982,294.817,293.743,295.372,-4.35779,15
141000,296.982,294.817,293.743,295.372,-4.35779,15
141060,297.037,294.983,293.754,295.534,-4.79229,15
141120,297.092,295.15,293.764,295.695,-5.22642,15
141180,297.145,295.317,293.775,295.856,-5.66016,15
141240,297.197,295.483,293.786,296.017,-6.09347,15
141300,297.247,295.65,293.797,296.179,-6.52631,15
141360,297.297,295.817,293.808,296.34,-6.95866,15
141420,297.345,295.983,293.819,296.501,-7.39047,15
141480,297.392,296.15,293.83,296.662,-7.82172,15
141540,297.437,296.317,293.842,296.824,-8.25238,15
141600,297.481,296.483,293.853,296.985,-8.68241,15
141660,297.524,296.65,293.864,297.146,-9.11178,15
141720,297.566,296.817,293.875,297.308,-9.54045,15
141780,297.606,296.983,293.886,297.469,-9.9684,15
141840,297.645,297.15,293.897,297.63,-10.3956,15
141900,297.683,297.317,293.909,297.791,-10.822,15
141960,297.719,297.483,293.92,297.953,-11.2476,15
142020,297.754,297.65,293.931,298.114,-11.6723,15
142080,297.787,297.817,293.942,298.275,-12.0961,15
142140,297.819,297.983,293.953,298.437,-12.519,15
142200,297.849,298.15,293.964,298.598,-12.941,15
142260,297.878,298.317,293.975,298.759,-13.3619,15
142320,297.906,298.483,293.986,298.921,-13.7819,15
142380,297.932,298.65,293.997,299.082,-14.2008,15
142440,297.957,298.817,294.008,299.243,-14.6186,15
142500,297.98,298.983,294.019,299.405,-15.0353,15
142560,298.002,299.15,294.03,299.566,-15.4508,15
142620,298.022,299.317,294.041,299.727,-15.8652,15
142680,298.041,299.483,294.052,299.889,-16.2784,15
142740,298.059,299.65,294.063,300.05,-16.6903,15
142800,298.074,299.817,294.073,300.211,-17.101,15
142860,298.089,299.983,294.084,300.373,-17.5104,15
142920,298.102,300.15,294.094,300.534,-17.9184,15
142980,298.113,300.317,294.105,300.695,-18.3251,15
143040,298.123,300.483,294.115,300.857,-18.7303,15
143100,298.131,300.65,294.125,301.018,-19.1342,15
143160,298.138,300.817,294.135,301.179,-19.5366,15
143220,298.143,300.983,294.145,301.341,-19.9375,15
143280,298.147,301.15,294.155,301.502,-20.3368,15
143340,298.149,301.317,294.165,301.664,-20.7347,15
143400,298.15,301.483,294.175,301.825,-21.1309,15
143460,298.149,301.65,294.184,301.986,-21.5256,15
143520,298.147,301.817,294.194,302.148,-21.9186,15
143580,298.143,301.983,294.203,302.309,-22.3099,15
143640,298.138,302.15,294.212,302.471,-22.6995,15
143700,298.131,302.317,294.221,302.632,-23.0874,15
143760,298.122,302.483,294.23,302.793,-23.4736,15
143820,298.112,302.65,294.239,302.955,-23.8579,15
143880,298.101,302.817,294.248,303.116,-24.2405,15
143940,298.088,302.983,294.256,303.278,-24.6212,15
144000,298.074,303.15,294.264,303.439,-25,15
144000,298.074,293.15,294.264,293.801,-25,15
144060,298.058,293.317,294.273,293.962,-25.3769,15
144120,298.04,293.483,294.28,294.123,-25.7519,15
144180,298.021,293.65,294.288,294.284,-26.1249,15
144240,298.001,293.817,294.296,294.445,-26.496,15
144300,297.979,293.983,294.303,294.606,-26.865,15
144360,297.956,294.15,294.31,294.767,-27.232,15
144420,297.931,294.317,294.317,294.929,-27.5968,15
144480,297.904,294.483,294.324,295.09,-27.9596,15
144540,297.877,294.65,294.331,295.251,-28.3203,15
144600,297.848,294.817,294.337,295.412,-28.6788,15
144600,297.848,294.817,294.337,295.412,-28.6788,15
144600,297.848,294.817,294.337,295.412,-28.6788,15
144660,297.817,294.983,294.344,295.573,-29.0351,12
144720,297.785,295.15,294.35,295.734,-29.3893,9
144780,297.752,295.317,294.356,295.894,-29.7411,6
144840,297.717,295.483,294.361,296.054,-30.0908,3
144900,297.68,295.65,294.367,296.214,-30.4381,0
144900,297.68,295.65,294.367,296.214,-30.4381,-7.25E-07
144900,297.68,295.65,294.367,296.214,-30.4381,0
144960,297.643,295.817,294.372,296.374,-30.7831,0
145020,297.604,295.983,294.377,296.534,-31.1257,0
145080,297.564,296.15,294.381,296.693,-31.466,0
145140,297.522,296.317,294.386,296.853,-31.8039,0
145200,297.479,296.483,294.39,297.013,-32.1394,0
145260,297.434,296.65,294.394,297.173,-32.4724,0
145320,297.389,296.817,294.398,297.332,-32.803,0
145380,297.342,296.983,294.401,297.492,-33.131,0
145440,297.294,297.15,294.405,297.652,-33.4565,0
145500,297.244,297.317,294.408,297.812,-33.7795,0
145560,297.194,297.483,294.41,297.971,-34.0999,0
145620,297.142,297.65,294.413,298.131,-34.4177,0
145680,297.088,297.817,294.415,298.291,-34.7329,0
145740,297.034,297.983,294.417,298.451,-35.0455,0
145800,296.979,298.15,294.419,298.611,-35.3553,0
145800,296.979,298.15,294.419,298.611,-35.3553,0
145860,296.922,298.317,294.42,298.77,-35.6625,1.5
145920,296.864,298.483,294.422,298.93,-35.967,3
145980,296.805,298.65,294.423,299.091,-36.2687,4.5
146040,296.745,298.817,294.423,299.251,-36.5677,6
146100,296.684,298.983,294.424,299.412,-36.8639,7.5
146160,296.621,299.15,294.424,299.572,-37.1572,9
146220,296.558,299.317,294.424,299.733,-37.4478,10.5
146280,296.494,299.483,294.423,299.894,-37.7355,12
146340,296.428,299.65,294.422,300.055,-38.0203,13.5
146400,296.362,299.817,294.421,300.216,-38.3022,15
146400,296.362,299.817,294.421,300.216,-38.3022,15
146400,296.362,299.817,294.421,300.216,-38.3022,15
146460,296.295,299.983,294.42,300.378,-38.5812,15
146520,296.226,300.15,294.419,300.539,-38.8573,15
146580,296.157,300.317,294.417,300.7,-39.1304,15
146640,296.087,300.483,294.415,300.862,-39.4005,15
146700,296.016,300.65,294.412,301.023,-39.6677,15
146760,295.944,300.817,294.409,301.185,-39.9318,15
146820,295.871,300.983,294.406,301.346,-40.1928,15
146880,295.797,301.15,294.403,301.507,-40.4508,15
146940,295.723,301.317,294.399,301.669,-40.7058,15
147000,295.648,301.483,294.395,301.83,-40.9576,15
147060,295.572,301.65,294.391,301.991,-41.2063,15
147120,295.495,301.817,294.387,302.153,-41.4519,15
147180,295.418,301.983,294.382,302.314,-41.6943,15
147240,295.34,302.15,294.377,302.476,-41.9335,15
147300,295.261,302.317,294.371,302.637,-42.1696,15
147360,295.181,302.483,294.365,302.798,-42.4024,15
147420,295.101,302.65,294.359,302.96,-42.632,15
147480,295.021,302.817,294.353,303.121,-42.8584,15
147540,294.939,302.983,294.346,303.283,-43.0815,15
147600,294.858,303.15,294.34,303.444,-43.3013,15
147600,294.858,293.15,294.34,293.806,-43.3013,15
147660,294.775,293.317,294.332,293.967,-43.5178,15
147720,294.693,293.483,294.325,294.128,-43.731,15
147780,294.609,293.65,294.317,294.289,-43.9409,15
147840,294.526,293.817,294.309,294.45,-44.1474,15
147900,294.442,293.983,294.3,294.611,-44.3505,15
147960,294.357,294.15,294.292,294.772,-44.5503,15
148020,294.272,294.317,294.283,294.934,-44.7467,15
148080,294.187,294.483,294.273,295.095,-44.9397,15
148140,294.101,294.65,294.264,295.256,-45.1293,15
148200,294.016,294.817,294.254,295.417,-45.3154,15
148260,293.93,294.983,294.244,295.578,-45.4981,15
148320,293.843,295.15,294.233,295.739,-45.6773,15
148380,293.757,295.317,294.222,295.901,-45.853,15
148440,293.67,295.483,294.211,296.062,-46.0252,15
148500,293.583,295.65,294.2,296.223,-46.194,15
148560,293.496,295.817,294.188,296.384,-46.3592,15
148620,293.409,295.983,294.176,296.545,-46.5209,15
148680,293.322,296.15,294.164,296.707,-46.679,15
148740,293.235,296.317,294.151,296.868,-46.8336,15
148800,293.147,296.483,294.139,297.029,-46.9846,15
148860,293.06,296.65,294.126,297.19,-47.1321,15
148920,292.973,296.817,294.112,297.351,-47.2759,15
148980,292.886,296.983,294.099,297.513,-47.4162,15
149040,292.799,297.15,294.085,297.674,-47.5528,15
149100,292.712,297.317,294.07,297.835,-47.6858,15
149160,292.625,297.483,294.056,297.996,-47.8152,15
149220,292.538,297.65,294.041,298.158,-47.941,15
149280,292.452,297.817,294.026,298.319,-48.0631,15
149340,292.365,297.983,294.011,298.48,-48.1815,15
149400,292.279,298.15,293.996,298.641,-48.2963,15
149460,292.193,298.317,293.98,298.803,-48.4074,15
149520,292.108,298.483,293.964,298.964,-48.5148,15
149580,292.023,298.65,293.948,299.125,-48.6185,15
149640,291.938,298.817,293.931,299.286,-48.7185,15
149700,291.853,298.983,293.914,299.448,-48.8148,15
149760,291.769,299.15,293.897,299.609,-48.9074,15
149820,291.686,299.317,293.88,299.77,-48.9962,15
149880,291.602,299.483,293.863,299.932,-49.0814,15
149940,291.52,299.65,293.845,300.093,-49.1627,15
150000,291.437,299.817,293.827,300.254,-49.2404,15
150000,291.437,299.817,293.827,300.254,-49.2404,15
150000,291.437,299.817,293.827,300.254,-49.2404,15
150060,291.356,299.983,293.809,300.415,-49.3143,12
150120,291.275,300.15,293.79,300.576,-49.3844,9
150180,291.194,300.317,293.772,300.737,-49.4508,6
150240,291.114,300.483,293.753,300.897,-49.5134,3
150300,291.035,300.65,293.734,301.057,-49.5722,0
150300,291.035,300.65,293.734,301.057,-49.5722,-7.52E-07
150300,291.035,300.65,293.734,301.057,-49.5722,0
150360,290.956,300.817,293.714,301.217,-49.6273,0
150420,290.878,300.983,293.695,301.377,-49.6786,0
150480,290.8,301.15,293.675,301.536,-49.7261,0
150540,290.724,301.317,293.655,301.696,-49.7698,0
150600,290.648,301.483,293.635,301.856,-49.8097,0
150660,290.573,301.65,293.615,302.016,-49.8459,0
150720,290.498,301.817,293.595,302.176,-49.8782,0
150780,290.425,301.983,293.574,302.336,-49.9067,0
150840,290.352,302.15,293.553,302.496,-49.9315,0
150900,290.28,302.317,293.532,302.655,-49.9524,0
150960,290.209,302.483,293.511,302.815,-49.9695,0
151020,290.139,302.65,293.49,302.975,-49.9829,0
151080,290.07,302.817,293.468,303.135,-49.9924,0
151140,290.001,302.983,293.447,303.295,-49.9981,0
151200,289.934,303.15,293.425,303.455,-50,0
151200,289.934,293.15,293.425,293.816,-50,0
151260,289.868,293.317,293.403,293.976,-49.9981,1.5
151320,289.802,293.483,293.381,294.136,-49.9924,3
151380,289.738,293.65,293.359,294.296,-49.9829,4.5
151440,289.675,293.817,293.336,294.456,-49.9695,6
151500,289.613,293.983,293.314,294.616,-49.9524,7.5
151560,289.551,294.15,293.291,294.777,-49.9315,9
151620,289.491,294.317,293.269,294.938,-49.9067,10.5
151680,289.433,294.483,293.246,295.098,-49.8782,12
151740,289.375,294.65,293.223,295.259,-49.8459,13.5
151800,289.318,294.817,293.2,295.42,-49.8097,15
151800,289.318,294.817,293.2,295.42,-49.8097,15
151800,289.318,294.817,293.2,295.42,-49.8097,15
151860,289.263,294.983,293.177,295.581,-49.7698,15
151920,289.208,295.15,293.154,295.743,-49.7261,15
151980,289.155,295.317,293.131,295.904,-49.6786,15
152040,289.103,295.483,293.107,296.065,-49.6273,15
152100,289.053,295.65,293.084,296.226,-49.5722,15
152160,289.003,295.817,293.061,296.387,-49.5134,15
152220,288.955,295.983,293.037,296.549,-49.4508,15
152280,288.908,296.15,293.014,296.71,-49.3844,15
152340,288.863,296.317,292.99,296.871,-49.3143,15
152400,288.819,296.483,292.966,297.032,-49.2404,15
152460,288.776,296.65,292.943,297.193,-49.1627,15
152520,288.734,296.817,292.919,297.355,-49.0814,15
152580,288.694,296.983,292.895,297.516,-48.9962,15
152640,288.655,297.15,292.871,297.677,-48.9074,15
152700,288.617,297.317,292.848,297.838,-48.8148,15
152760,288.581,297.483,292.824,298,-48.7185,15
152820,288.546,297.65,292.8,298.161,-48.6185,15
152880,288.513,297.817,292.776,298.322,-48.5148,15
152940,288.481,297.983,292.753,298.483,-48.4074,15
153000,288.451,298.15,292.729,298.645,-48.2963,15
153060,288.422,298.317,292.705,298.806,-48.1815,15
153120,288.394,298.483,292.681,298.967,-48.0631,15
153180,288.368,298.65,292.658,299.128,-47.941,15
153240,288.343,298.817,292.634,299.29,-47.8152,15
153300,288.32,298.983,292.61,299.451,-47.6858,15
153360,288.298,299.15,292.587,299.612,-47.5528,15
153420,288.278,299.317,292.563,299.773,-47.4162,15
153480,288.259,299.483,292.54,299.935,-47.2759,15
153540,288.241,299.65,292.516,300.096,-47.1321,15
153600,288.226,299.817,292.493,300.257,-46.9846,15
153660,288.211,299.983,292.469,300.419,-46.8336,15
153720,288.198,300.15,292.446,300.58,-46.679,15
153780,288.187,300.317,292.423,300.741,-46.5209,15
153840,288.177,300.483,292.4,300.902,-46.3592,15
153900,288.169,300.65,292.377,301.064,-46.194,15
153960,288.162,300.817,292.354,301.225,-46.0252,15
154020,288.157,300.983,292.331,301.386,-45.853,15
154080,288.153,301.15,292.309,301.548,-45.6773,15
154140,288.151,301.317,292.286,301.709,-45.4981,15
154200,288.15,301.483,292.264,301.87,-45.3154,15
154260,288.151,301.65,292.242,302.032,-45.1293,15
154320,288.153,301.817,292.219,302.193,-44.9397,15
154380,288.157,301.983,292.197,302.354,-44.7467,15
154440,288.162,302.15,292.176,302.516,-44.5503,15
154500,288.169,302.317,292.154,302.677,-44.3505,15
154560,288.178,302.483,292.132,302.838,-44.1474,15
154620,288.188,302.65,292.111,303,-43.9409,15
154680,288.199,302.817,292.09,303.161,-43.731,15
154740,288.212,302.983,292.069,303.323,-43.5178,15
154800,288.226,303.15,292.048,303.484,-43.3013,15
154800,288.226,293.15,292.048,293.845,-43.3013,15
154860,288.242,293.317,292.027,294.006,-43.0815,15
154920,288.26,293.483,292.007,294.168,-42.8584,15
154980,288.279,293.65,291.987,294.329,-42.632,15
155040,288.299,293.817,291.966,294.49,-42.4024,15
155100,288.321,293.983,291.947,294.651,-42.1696,15
155160,288.344,294.15,291.927,294.812,-41.9335,15
155220,288.369,294.317,291.908,294.973,-41.6943,15
155280,288.396,294.483,291.888,295.134,-41.4519,15
155340,288.423,294.65,291.869,295.295,-41.2063,15
155400,288.452,294.817,291.851,295.456,-40.9576,15
155400,288.452,294.817,291.851,295.456,-40.9576,15
155400,288.452,294.817,291.851,295.456,-40.9576,15
155460,288.483,294.983,291.832,295.617,-40.7058,12
155520,288.515,295.15,291.814,295.778,-40.4508,9
155580,288.548,295.317,291.796,295.938,-40.1928,6
155640,288.583,295.483,291.778,296.098,-39.9318,3
155700,288.62,295.65,291.76,296.258,-39.6677,0
155700,288.62,295.65,291.76,296.258,-39.6677,-7.79E-07
155700,288.62,295.65,291.76,296.258,-39.6677,0
155760,288.657,295.817,291.743,296.418,-39.4005,0
155820,288.696,295.983,291.726,296.577,-39.1304,0
155880,288.736,296.15,291.709,296.737,-38.8573,0
155940,288.778,296.317,291.693,296.897,-38.5812,0
156000,288.821,296.483,291.676,297.056,-38.3022,0
156060,288.866,296.65,291.66,297.216,-38.0203,0
156120,288.911,296.817,291.645,297.376,-37.7355,0
156180,288.958,296.983,291.629,297.535,-37.4478,0
156240,289.006,297.15,291.614,297.695,-37.1572,0
156300,289.056,297.317,291.599,297.855,-36.8639,0
156360,289.106,297.483,291.585,298.015,-36.5677,0
156420,289.158,297.65,291.571,298.174,-36.2687,0
156480,289.212,297.817,291.557,298.334,-35.967,0
156540,289.266,297.983,291.543,298.494,-35.6625,0
